ID_agricola;producto;municipio;ano;ha_sembradas;ha_cosechadas;produccion_por_toneladas;rendimiento_x_hectarea;precio_por_kilogramo;precio_por_tonelada;produccion_en_pesos;produccion_en_miles;produccion_en_millones;latitud;longitud;descripcion;drive_id;imagen_html
2198;Frijol;Imués;2021;38;32;28;1;2856;2856000;81224640;81225;81;1.0404;-77.5213;El frijol es una legumbre versátil y nutritiva. Sus semillas pueden ser de diferentes tamaños y colores. Son ricas en proteínas, fibra, hierro y otros minerales esenciales.;1op0-lW0VYYctGmE0OgNyGj8PYlaziija;"<img src='https://drive.google.com/thumbnail?id=1op0-lW0VYYctGmE0OgNyGj8PYlaziija' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2196;Frijol;Imués;2022;89;85;73;1;4050;4050000;295002000;295002;295;1.0404;-77.5213;El frijol es una legumbre versátil y nutritiva. Sus semillas pueden ser de diferentes tamaños y colores. Son ricas en proteínas, fibra, hierro y otros minerales esenciales.;1op0-lW0VYYctGmE0OgNyGj8PYlaziija;"<img src='https://drive.google.com/thumbnail?id=1op0-lW0VYYctGmE0OgNyGj8PYlaziija' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
2195;Frijol;Imués;2023;100;130;97;1;3717;3717000;360367049;360367;360;1.0404;-77.5213;El frijol es una legumbre versátil y nutritiva. Sus semillas pueden ser de diferentes tamaños y colores. Son ricas en proteínas, fibra, hierro y otros minerales esenciales.;1op0-lW0VYYctGmE0OgNyGj8PYlaziija;"<img src='https://drive.google.com/thumbnail?id=1op0-lW0VYYctGmE0OgNyGj8PYlaziija' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3103;Maíz;Imués;2019;119;117;199;2;881;881000;175230900;175231;175;1.0404;-77.5213;El maíz es un cereal originario de América. Sus mazorcas, formadas por granos que pueden ser de diferentes colores como amarillo o blanco. Es rico en carbohidratos, fibra, vitaminas del grupo B y minerales.;14gaB2SGyZboggtOrqTYvbmCcwoGcxR0C;"<img src='https://drive.google.com/thumbnail?id=14gaB2SGyZboggtOrqTYvbmCcwoGcxR0C' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3105;Maíz;Imués;2021;50;42;46;1;1891;1891000;86740170;86740;87;1.0404;-77.5213;El maíz es un cereal originario de América. Sus mazorcas, formadas por granos que pueden ser de diferentes colores como amarillo o blanco. Es rico en carbohidratos, fibra, vitaminas del grupo B y minerales.;14gaB2SGyZboggtOrqTYvbmCcwoGcxR0C;"<img src='https://drive.google.com/thumbnail?id=14gaB2SGyZboggtOrqTYvbmCcwoGcxR0C' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3104;Maíz;Imués;2022;53;57;63;1;2351;2351000;147407700;147408;147;1.0404;-77.5213;El maíz es un cereal originario de América. Sus mazorcas, formadas por granos que pueden ser de diferentes colores como amarillo o blanco. Es rico en carbohidratos, fibra, vitaminas del grupo B y minerales.;14gaB2SGyZboggtOrqTYvbmCcwoGcxR0C;"<img src='https://drive.google.com/thumbnail?id=14gaB2SGyZboggtOrqTYvbmCcwoGcxR0C' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3102;Maíz;Imués;2023;58;48;43;0;1863;1863000;80481600;80482;80;1.0404;-77.5213;El maíz es un cereal originario de América. Sus mazorcas, formadas por granos que pueden ser de diferentes colores como amarillo o blanco. Es rico en carbohidratos, fibra, vitaminas del grupo B y minerales.;14gaB2SGyZboggtOrqTYvbmCcwoGcxR0C;"<img src='https://drive.google.com/thumbnail?id=14gaB2SGyZboggtOrqTYvbmCcwoGcxR0C' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3899;Papa;Imués;2019;388;281;5029;18;618;618000;3108113580;3108114;3108;1.0404;-77.5213;La papa es un tubérculo. Tiene una piel que puede variar en color desde marrón hasta amarillo, y una pulpa rica en carbohidratos, vitaminas como la C y minerales como el potasio. ;11wzdnN6NnisYiLV6vgVzRFooKRZqpUje;"<img src='https://drive.google.com/thumbnail?id=11wzdnN6NnisYiLV6vgVzRFooKRZqpUje' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3898;Papa;Imués;2020;703;516;9961;19;430;430000;4283402000;4283402;4283;1.0404;-77.5213;La papa es un tubérculo. Tiene una piel que puede variar en color desde marrón hasta amarillo, y una pulpa rica en carbohidratos, vitaminas como la C y minerales como el potasio. ;11wzdnN6NnisYiLV6vgVzRFooKRZqpUje;"<img src='https://drive.google.com/thumbnail?id=11wzdnN6NnisYiLV6vgVzRFooKRZqpUje' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3897;Papa;Imués;2021;706;700;14700;21;1856;1856000;27283200000;27283200;27283;1.0404;-77.5213;La papa es un tubérculo. Tiene una piel que puede variar en color desde marrón hasta amarillo, y una pulpa rica en carbohidratos, vitaminas como la C y minerales como el potasio. ;11wzdnN6NnisYiLV6vgVzRFooKRZqpUje;"<img src='https://drive.google.com/thumbnail?id=11wzdnN6NnisYiLV6vgVzRFooKRZqpUje' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3896;Papa;Imués;2022;680;653;13388;21;2336;2336000;31274368000;31274368;31274;1.0404;-77.5213;La papa es un tubérculo. Tiene una piel que puede variar en color desde marrón hasta amarillo, y una pulpa rica en carbohidratos, vitaminas como la C y minerales como el potasio. ;11wzdnN6NnisYiLV6vgVzRFooKRZqpUje;"<img src='https://drive.google.com/thumbnail?id=11wzdnN6NnisYiLV6vgVzRFooKRZqpUje' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
3900;Papa;Imués;2023;655;755;13680;18;1690;1690000;23119200000;23119200;23119;1.0404;-77.5213;La papa es un tubérculo. Tiene una piel que puede variar en color desde marrón hasta amarillo, y una pulpa rica en carbohidratos, vitaminas como la C y minerales como el potasio. ;11wzdnN6NnisYiLV6vgVzRFooKRZqpUje;"<img src='https://drive.google.com/thumbnail?id=11wzdnN6NnisYiLV6vgVzRFooKRZqpUje' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4050;Papa Criolla;Imués;2019;36;23;267;12;724;724000;193040120;193040;193;1.0404;-77.5213;La papa criolla  es un tubérculo pequeño, de cáscara delgada y amarilla.  Su pulpa es suave y de un color amarillo vibrante. Es rica en carbohidratos, fibra, vitamina C y potasio.;1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu;"<img src='https://drive.google.com/thumbnail?id=1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4049;Papa Criolla;Imués;2020;56;38;473;12;803;803000;379658400;379658;380;1.0404;-77.5213;La papa criolla  es un tubérculo pequeño, de cáscara delgada y amarilla.  Su pulpa es suave y de un color amarillo vibrante. Es rica en carbohidratos, fibra, vitamina C y potasio.;1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu;"<img src='https://drive.google.com/thumbnail?id=1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4048;Papa Criolla;Imués;2021;54;49;642;13;1260;1260000;808315200;808315;808;1.0404;-77.5213;La papa criolla  es un tubérculo pequeño, de cáscara delgada y amarilla.  Su pulpa es suave y de un color amarillo vibrante. Es rica en carbohidratos, fibra, vitamina C y potasio.;1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu;"<img src='https://drive.google.com/thumbnail?id=1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4047;Papa Criolla;Imués;2022;57;48;584;12;1746;1746000;1019664000;1019664;1020;1.0404;-77.5213;La papa criolla  es un tubérculo pequeño, de cáscara delgada y amarilla.  Su pulpa es suave y de un color amarillo vibrante. Es rica en carbohidratos, fibra, vitamina C y potasio.;1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu;"<img src='https://drive.google.com/thumbnail?id=1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4051;Papa Criolla;Imués;2023;46;51;648;13;1807;1807000;1170936000;1170936;1171;1.0404;-77.5213;La papa criolla  es un tubérculo pequeño, de cáscara delgada y amarilla.  Su pulpa es suave y de un color amarillo vibrante. Es rica en carbohidratos, fibra, vitamina C y potasio.;1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu;"<img src='https://drive.google.com/thumbnail?id=1y_W7_H3pQpRrtHLDgCFfaQtg8Tyn1vfu' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4687;Tomate;Imués;2019;16;16;1492;93;1257;1257000;1874865780;1874866;1875;1.0404;-77.5213;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4686;Tomate;Imués;2020;23;23;2067;90;1313;1313000;2713632246;2713632;2714;1.0404;-77.5213;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4685;Tomate;Imués;2021;26;26;2444;94;1873;1873000;4577612000;4577612;4578;1.0404;-77.5213;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4684;Tomate;Imués;2022;29;29;2574;91;2542;2542000;6543108000;6543108;6543;1.0404;-77.5213;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4688;Tomate;Imués;2023;29;29;2573;90;2373;2373000;6104542500;6104543;6105;1.0404;-77.5213;El tomate tiene una piel lisa de color rojo, aunque hay diferentes variedades . Su pulpa jugosa contiene pequeñas semillas. Es rico en vitamina C, antioxidantes y minerales. ;1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO;"<img src='https://drive.google.com/thumbnail?id=1kfZ-QUePQ5g2MfLxF2Ebg7H1OA-SJ5zO' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4930;Trigo;Imués;2019;187;185;335;2;1164;1164000;389707200;389707;390;1.0404;-77.5213;El trigo es un cereal esencial en la alimentación global. Sus granos son ricos en almidón, fibra, vitaminas del grupo B y minerales como el hierro y el magnesio. ;177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ;"<img src='https://drive.google.com/thumbnail?id=177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4929;Trigo;Imués;2020;266;199;359;2;1196;1196000;429597220;429597;430;1.0404;-77.5213;El trigo es un cereal esencial en la alimentación global. Sus granos son ricos en almidón, fibra, vitaminas del grupo B y minerales como el hierro y el magnesio. ;177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ;"<img src='https://drive.google.com/thumbnail?id=177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4928;Trigo;Imués;2021;193;181;362;2;1669;1669000;604178000;604178;604;1.0404;-77.5213;El trigo es un cereal esencial en la alimentación global. Sus granos son ricos en almidón, fibra, vitaminas del grupo B y minerales como el hierro y el magnesio. ;177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ;"<img src='https://drive.google.com/thumbnail?id=177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4927;Trigo;Imués;2022;170;155;310;1;2716;2716000;841960000;841960;842;1.0404;-77.5213;El trigo es un cereal esencial en la alimentación global. Sus granos son ricos en almidón, fibra, vitaminas del grupo B y minerales como el hierro y el magnesio. ;177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ;"<img src='https://drive.google.com/thumbnail?id=177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
4931;Trigo;Imués;2023;402;402;804;1;2211;2211000;1777644000;1777644;1778;1.0404;-77.5213;El trigo es un cereal esencial en la alimentación global. Sus granos son ricos en almidón, fibra, vitaminas del grupo B y minerales como el hierro y el magnesio. ;177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ;"<img src='https://drive.google.com/thumbnail?id=177ioQcJaRxXOH8KqysvN9R7i-yUJY8WJ' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
320;Ajo;Ipiales;2019;50;49;1358;28;5250;5250000;7129500000;7129500;7130;0.8303;-77.6412;El ajo es una planta utilizada como condimento en la cocina. Su bulbo, compuesto por dientes, es conocido por su fuerte aroma y sabor. ;1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW;"<img src='https://drive.google.com/thumbnail?id=1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
319;Ajo;Ipiales;2020;60;59;1652;28;5936;5936000;9806272000;9806272;9806;0.8303;-77.6412;El ajo es una planta utilizada como condimento en la cocina. Su bulbo, compuesto por dientes, es conocido por su fuerte aroma y sabor. ;1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW;"<img src='https://drive.google.com/thumbnail?id=1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
318;Ajo;Ipiales;2021;45;43;1204;28;8341;8341000;10042564000;10042564;10043;0.8303;-77.6412;El ajo es una planta utilizada como condimento en la cocina. Su bulbo, compuesto por dientes, es conocido por su fuerte aroma y sabor. ;1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW;"<img src='https://drive.google.com/thumbnail?id=1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
317;Ajo;Ipiales;2022;65;60;1680;28;9545;9545000;16035600000;16035600;16036;0.8303;-77.6412;El ajo es una planta utilizada como condimento en la cocina. Su bulbo, compuesto por dientes, es conocido por su fuerte aroma y sabor. ;1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW;"<img src='https://drive.google.com/thumbnail?id=1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
316;Ajo;Ipiales;2023;120;113;3164;28;7072;7072000;22375808000;22375808;22376;0.8303;-77.6412;El ajo es una planta utilizada como condimento en la cocina. Su bulbo, compuesto por dientes, es conocido por su fuerte aroma y sabor. ;1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW;"<img src='https://drive.google.com/thumbnail?id=1QSVFV-MPgJ0hsxFrG6Q5x3kdAzmxb2FW' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
438;Arracacha;Ipiales;2021;30;27;405;15;1298;1298000;525690000;525690;526;0.8303;-77.6412;La arracacha es un tubérculo originario de los Andes, apreciado por su sabor dulce y suave. Es rica en carbohidratos, fibra y minerales como el calcio y el fósforo. ;1DhXoaWgCLpjPNremgWAMTNmfo-2YQDdw;"<img src='https://drive.google.com/thumbnail?id=1DhXoaWgCLpjPNremgWAMTNmfo-2YQDdw' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
437;Arracacha;Ipiales;2022;20;29;493;17;3602;3602000;1775786000;1775786;1776;0.8303;-77.6412;La arracacha es un tubérculo originario de los Andes, apreciado por su sabor dulce y suave. Es rica en carbohidratos, fibra y minerales como el calcio y el fósforo. ;1DhXoaWgCLpjPNremgWAMTNmfo-2YQDdw;"<img src='https://drive.google.com/thumbnail?id=1DhXoaWgCLpjPNremgWAMTNmfo-2YQDdw' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
436;Arracacha;Ipiales;2023;15;20;340;17;2261;2261000;768740000;768740;769;0.8303;-77.6412;La arracacha es un tubérculo originario de los Andes, apreciado por su sabor dulce y suave. Es rica en carbohidratos, fibra y minerales como el calcio y el fósforo. ;1DhXoaWgCLpjPNremgWAMTNmfo-2YQDdw;"<img src='https://drive.google.com/thumbnail?id=1DhXoaWgCLpjPNremgWAMTNmfo-2YQDdw' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
510;Arroz;Ipiales;2019;22;19;23;1;2760;2760000;62403600;62404;62;0.8303;-77.6412;El arroz  es un cereal originario de Asia. Es rico en carbohidratos y constituye la base de muchas dietas. Existen variedades como el arroz blanco, integral y arborio.;1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_;"<img src='https://drive.google.com/thumbnail?id=1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
509;Arroz;Ipiales;2020;20;20;24;1;3054;3054000;72685200;72685;73;0.8303;-77.6412;El arroz  es un cereal originario de Asia. Es rico en carbohidratos y constituye la base de muchas dietas. Existen variedades como el arroz blanco, integral y arborio.;1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_;"<img src='https://drive.google.com/thumbnail?id=1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
512;Arroz;Ipiales;2021;11;10;12;1;2726;2726000;32439400;32439;32;0.8303;-77.6412;El arroz  es un cereal originario de Asia. Es rico en carbohidratos y constituye la base de muchas dietas. Existen variedades como el arroz blanco, integral y arborio.;1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_;"<img src='https://drive.google.com/thumbnail?id=1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
511;Arroz;Ipiales;2022;8;8;9;1;3992;3992000;37766316;37766;38;0.8303;-77.6412;El arroz  es un cereal originario de Asia. Es rico en carbohidratos y constituye la base de muchas dietas. Existen variedades como el arroz blanco, integral y arborio.;1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_;"<img src='https://drive.google.com/thumbnail?id=1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
508;Arroz;Ipiales;2023;5;5;6;1;4458;4458000;26525100;26525;27;0.8303;-77.6412;El arroz  es un cereal originario de Asia. Es rico en carbohidratos y constituye la base de muchas dietas. Existen variedades como el arroz blanco, integral y arborio.;1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_;"<img src='https://drive.google.com/thumbnail?id=1lUUC1amxGi7Bl4-LVWYlQVvZWhjhU2U_' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
624;Arveja;Ipiales;2019;3500;3495;11432;3;2090;2090000;23893387850;23893388;23893;0.8303;-77.6412;La arveja  es una leguminosa cultivada ampliamente en todo el mundo. Sus semillas verdes son ricas en proteínas, fibra, vitaminas como la C y K, y minerales como el hierro.;1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS;"<img src='https://drive.google.com/thumbnail?id=1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
623;Arveja;Ipiales;2020;3000;2990;9780;3;2792;2792000;27306803738;27306804;27307;0.8303;-77.6412;La arveja  es una leguminosa cultivada ampliamente en todo el mundo. Sus semillas verdes son ricas en proteínas, fibra, vitaminas como la C y K, y minerales como el hierro.;1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS;"<img src='https://drive.google.com/thumbnail?id=1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
625;Arveja;Ipiales;2021;3330;3025;9895;3;2258;2258000;22342593458;22342593;22343;0.8303;-77.6412;La arveja  es una leguminosa cultivada ampliamente en todo el mundo. Sus semillas verdes son ricas en proteínas, fibra, vitaminas como la C y K, y minerales como el hierro.;1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS;"<img src='https://drive.google.com/thumbnail?id=1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
622;Arveja;Ipiales;2022;3750;3730;10388;3;5425;5425000;56354088785;56354089;56354;0.8303;-77.6412;La arveja  es una leguminosa cultivada ampliamente en todo el mundo. Sus semillas verdes son ricas en proteínas, fibra, vitaminas como la C y K, y minerales como el hierro.;1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS;"<img src='https://drive.google.com/thumbnail?id=1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
626;Arveja;Ipiales;2023;4100;3680;12037;3;4477;4477000;53891364486;53891364;53891;0.8303;-77.6412;La arveja  es una leguminosa cultivada ampliamente en todo el mundo. Sus semillas verdes son ricas en proteínas, fibra, vitaminas como la C y K, y minerales como el hierro.;1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS;"<img src='https://drive.google.com/thumbnail?id=1bLBGNXr67vf1lUUKw5UsiaZKoCPAY3ZS' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
792;Banano;Ipiales;2020;6;6;12;2;1865;1865000;22380000;22380;22;0.8303;-77.6412;El banano es una fruta tropical, reconocida por su sabor dulce y textura suave. Es rico en potasio, vitamina B6 y fibra, lo que lo convierte en una fuente de energía saludable. ;1kbYIf6Icy_LayyQ1XTNjnrx-IqK223X8;"<img src='https://drive.google.com/thumbnail?id=1kbYIf6Icy_LayyQ1XTNjnrx-IqK223X8' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
791;Banano;Ipiales;2021;14;11;33;3;1749;1749000;57717000;57717;58;0.8303;-77.6412;El banano es una fruta tropical, reconocida por su sabor dulce y textura suave. Es rico en potasio, vitamina B6 y fibra, lo que lo convierte en una fuente de energía saludable. ;1kbYIf6Icy_LayyQ1XTNjnrx-IqK223X8;"<img src='https://drive.google.com/thumbnail?id=1kbYIf6Icy_LayyQ1XTNjnrx-IqK223X8' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
790;Banano;Ipiales;2022;12;9;27;3;2177;2177000;58779000;58779;59;0.8303;-77.6412;El banano es una fruta tropical, reconocida por su sabor dulce y textura suave. Es rico en potasio, vitamina B6 y fibra, lo que lo convierte en una fuente de energía saludable. ;1kbYIf6Icy_LayyQ1XTNjnrx-IqK223X8;"<img src='https://drive.google.com/thumbnail?id=1kbYIf6Icy_LayyQ1XTNjnrx-IqK223X8' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
789;Banano;Ipiales;2023;14;8;48;6;2460;2460000;118080000;118080;118;0.8303;-77.6412;El banano es una fruta tropical, reconocida por su sabor dulce y textura suave. Es rico en potasio, vitamina B6 y fibra, lo que lo convierte en una fuente de energía saludable. ;1kbYIf6Icy_LayyQ1XTNjnrx-IqK223X8;"<img src='https://drive.google.com/thumbnail?id=1kbYIf6Icy_LayyQ1XTNjnrx-IqK223X8' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
935;Brócoli;Ipiales;2019;30;29;812;28;1269;1269000;1030428000;1030428;1030;0.8303;-77.6412;El brócoli es una hortaliza. Es apreciado por su alto contenido de vitaminas (como la C y K), fibra, antioxidantes y minerales como el calcio.;12ni8hxNUGZddWEISZH17gHs0PKgYQq_A;"<img src='https://drive.google.com/thumbnail?id=12ni8hxNUGZddWEISZH17gHs0PKgYQq_A' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
936;Brócoli;Ipiales;2020;31;29;842;29;873;873000;735066000;735066;735;0.8303;-77.6412;El brócoli es una hortaliza. Es apreciado por su alto contenido de vitaminas (como la C y K), fibra, antioxidantes y minerales como el calcio.;12ni8hxNUGZddWEISZH17gHs0PKgYQq_A;"<img src='https://drive.google.com/thumbnail?id=12ni8hxNUGZddWEISZH17gHs0PKgYQq_A' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
937;Brócoli;Ipiales;2021;28;24;583;25;1140;1140000;664620000;664620;665;0.8303;-77.6412;El brócoli es una hortaliza. Es apreciado por su alto contenido de vitaminas (como la C y K), fibra, antioxidantes y minerales como el calcio.;12ni8hxNUGZddWEISZH17gHs0PKgYQq_A;"<img src='https://drive.google.com/thumbnail?id=12ni8hxNUGZddWEISZH17gHs0PKgYQq_A' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
934;Brócoli;Ipiales;2022;43;41;1215;30;1756;1756000;2133540000;2133540;2134;0.8303;-77.6412;El brócoli es una hortaliza. Es apreciado por su alto contenido de vitaminas (como la C y K), fibra, antioxidantes y minerales como el calcio.;12ni8hxNUGZddWEISZH17gHs0PKgYQq_A;"<img src='https://drive.google.com/thumbnail?id=12ni8hxNUGZddWEISZH17gHs0PKgYQq_A' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
933;Brócoli;Ipiales;2023;22;21;574;28;2117;2117000;1215158000;1215158;1215;0.8303;-77.6412;El brócoli es una hortaliza. Es apreciado por su alto contenido de vitaminas (como la C y K), fibra, antioxidantes y minerales como el calcio.;12ni8hxNUGZddWEISZH17gHs0PKgYQq_A;"<img src='https://drive.google.com/thumbnail?id=12ni8hxNUGZddWEISZH17gHs0PKgYQq_A' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
987;Cacao;Ipiales;2019;17;13;8;1;5308;5308000;41402400;41402;41;0.8303;-77.6412;El cacao es un fruto originario de América tropical, conocido como la base del chocolate. Sus semillas, o granos de cacao, son ricas en antioxidantes, magnesio y flavonoides. ;1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR;"<img src='https://drive.google.com/thumbnail?id=1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
984;Cacao;Ipiales;2020;17;17;10;1;5881;5881000;59986200;59986;60;0.8303;-77.6412;El cacao es un fruto originario de América tropical, conocido como la base del chocolate. Sus semillas, o granos de cacao, son ricas en antioxidantes, magnesio y flavonoides. ;1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR;"<img src='https://drive.google.com/thumbnail?id=1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
986;Cacao;Ipiales;2021;17;17;10;1;5773;5773000;58884600;58885;59;0.8303;-77.6412;El cacao es un fruto originario de América tropical, conocido como la base del chocolate. Sus semillas, o granos de cacao, son ricas en antioxidantes, magnesio y flavonoides. ;1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR;"<img src='https://drive.google.com/thumbnail?id=1pLhfha8W6Q6LO4v7OgVzqpI6A0eXzGZR' style='width: 100%; max-width: 100%; object-fit: contain;'/>"
